CUSTOMER_SK,NO_OF_PRODUCT,DISTINCT_PRODUCT,TOTAL_REVENUE,NO_OF_VISIT,AVERAGE_PRICE,PERCENTAGE_BASKETS_WEEKEND
36032379,336,217,1327.64988,14,3.742641478,22.2857
39921365,251,182,1327.58966,15,4.25554126,3.2667
28457976,362,193,1327.13992,61,3.569468832,2.1803
23794266,312,205,1326.67985,11,3.99424102,24.1818
22308225,394,130,1325.95998,35,3.319720025,0.0857
61766353,388,223,1325.65991,55,3.43392836,2.0364
59582408,280,139,1325.11977,26,3.924523174,2.1154
62296824,402,260,1324.51988,46,3.353151544,1.913
21155128,353,261,1324.1999,11,3.403474788,16.6364
20834271,351,229,1323.54994,13,3.75595,4.2308
36882465,397,232,1321.8699,48,3.351033842,0.625
37640338,313,214,1321.07988,22,3.988010468,4.1818
60532357,353,263,1320.63988,41,3.548748524,1.561
59979145,279,194,1320.3898,19,3.888111178,1.6842
36876086,336,109,1319.31977,42,3.547216511,1.4286
58437817,305,189,1319.04971,33,3.884273809,2.0606
36380660,409,304,1318.99988,34,3.16277613,4.8824
59673248,365,243,1318.90994,36,3.427387397,5.4167
22211662,369,266,1317.1199,38,3.338587669,1.5526
59735439,383,167,1315.49999,134,2.701354082,0.7313
40172354,347,205,1314.67975,73,3.797635341,1.0274
39655119,398,236,1314.03996,44,3.502217717,1.2955
36758080,375,197,1312.40993,60,3.313729759,1.75
58997324,326,160,1312.09978,45,3.933415953,1.2889
59674485,370,210,1311.69984,73,3.313902073,2.1781
64947624,334,252,1309.66986,50,3.746463018,1.24
51305883,431,191,1308.4799,25,3.363720175,1.16
36035072,297,220,1308.17986,27,4.194239451,4.1111
64864957,328,254,1307.7299,18,3.693542653,7.7778
58351137,341,175,1307.62997,20,3.519760404,4.55
59918789,236,93,1307.17965,45,4.536381011,1.2444
51082399,426,290,1306.75991,56,2.942979497,2.6429
39448601,356,263,1305.97992,35,3.628190655,3.2286
58285280,286,238,1305.84977,30,4.301841989,3.6
62446826,307,185,1305.5998,35,4.058359946,3.1429
37094694,386,239,1304.62996,32,3.268934053,4.0938
40248605,340,238,1304.44991,35,3.613623171,0.8
60591820,340,180,1304.39985,22,3.659121923,10.5455
58789080,285,206,1304.37979,10,4.183935061,18.5
51910951,421,208,1303.93997,45,3.402131844,1.6889
22282666,290,177,1303.83971,27,3.947516468,4.2222
21459152,261,129,1303.78983,18,4.273916202,6.7778
22219228,297,194,1303.20983,40,4.301433699,2.675
53000610,512,235,1301.93999,74,2.482023556,2.2703
61825888,306,228,1301.77978,37,3.870369717,3.5405
59489015,276,163,1301.01971,9,4.153118228,0
61499750,411,289,1300.46995,35,3.106287375,1.0286
58896165,297,235,1300.18975,12,4.099612045,3.3333
65877930,280,153,1300.02982,18,3.785148954,11.3333
20833919,350,168,1299.70997,56,3.572357057,0.0357
21633062,241,122,1298.8396,9,4.248450928,2.7778
59680303,277,177,1298.79974,18,4.036847818,3.2778
59506841,355,184,1298.63992,21,3.615042119,2.8571
59489000,387,151,1298.18999,48,3.07909813,0.9375
29969982,378,212,1298.13992,36,3.485591183,2.3056
58524135,237,176,1297.99966,22,4.61533087,4.0909
60995165,406,254,1297.80999,79,3.013509647,1.4051
40157083,453,290,1297.69992,59,2.955774573,3.2712
61348754,343,83,1296.63994,37,3.717477859,0.9459
39631529,317,145,1296.31985,22,3.572207871,7.6364
59459520,440,157,1296.15982,98,2.186243331,0.949
60533889,390,181,1295.81995,21,3.063238959,14.1429
59504668,273,215,1295.4998,15,4.40128141,2.4
29394693,398,243,1295.44985,56,3.47329296,1.0714
30136117,212,110,1294.58949,23,4.387085185,1.3478
37475469,312,161,1294.52987,32,3.961276112,2.3438
29349099,334,215,1294.34985,16,3.586620962,9
59979544,322,175,1293.47995,45,3.601531094,0.7333
64629514,296,166,1293.22971,32,4.300630763,2.2813
51849769,411,256,1292.69994,56,3.351544101,1.1429
58261224,292,136,1292.42983,26,3.548053258,2.0769
60432093,305,157,1292.11985,51,3.793778383,2.4314
22249600,349,204,1292.08993,46,3.314087298,3.3261
39353585,379,226,1291.92,43,3.322970417,2.093
25888063,327,205,1291.86985,44,3.76144367,2
22307345,315,158,1291.64996,40,4.073764684,2.15
60618426,283,213,1291.30984,48,4.083386865,0.6875
36787172,374,264,1291.01995,21,3.538367221,1.619
61795507,292,141,1290.98982,34,3.871323897,2.0294
21263341,293,155,1290.65976,35,3.916410128,0.6857
23741385,389,216,1290.61988,79,3.299058077,1.0253
22458052,283,179,1289.95978,40,3.800307813,2.725
37707576,297,128,1286.58962,13,3.838615709,0
26148223,358,233,1286.37988,30,3.561147233,3
39428420,306,230,1286.24976,44,3.893507533,2.2273
46272965,453,194,1286.08994,46,2.674665056,1.4783
20842680,269,190,1285.41982,16,4.442906465,3.9375
59608195,337,212,1284.55985,45,3.491415316,3.6222
39926353,321,103,1284.1199,35,3.602518794,2.0286
62473493,372,204,1283.77984,31,3.391398297,2.1613
59427754,308,222,1283.11973,11,3.785531072,23.0909
58643821,403,196,1282.44998,44,3.003027971,2.0455
22114691,363,142,1281.57,17,3.398850388,9.3529
64213695,380,196,1281.48993,26,3.28052352,1.6538
61453633,283,135,1281.47976,34,3.894922589,2.3529
59724921,317,154,1281.31961,44,3.804231869,3.8864
22339169,338,206,1281.04988,30,3.517279644,8.4667
59031044,378,149,1281.02993,55,2.910352606,2.2727
63895403,322,204,1279.93989,48,3.783431382,1.3542
40150157,285,193,1279.88988,31,4.505729134,3.9355
62362125,331,131,1279.36983,43,3.393733391,0.9767
59310911,276,189,1279.02972,20,4.189775749,4.95
58426327,343,249,1278.89991,38,3.636828628,1.9474
39017296,381,244,1278.12996,20,3.216355158,4
23575596,288,191,1277.35971,14,3.879087413,16.0714
67091504,239,132,1276.2897,18,4.323541948,3.4444
58640654,308,221,1276.15991,33,3.740571642,3.9394
59731825,295,212,1275.7897,10,3.764631994,28.3
34297187,258,166,1275.77974,14,4.207221449,3.1429
59004228,259,175,1275.43974,22,4.127019727,2.0455
58236331,268,207,1275.26963,23,3.786384417,0.4783
46670799,411,165,1275.10992,35,3.085835212,4.8857
62407190,364,189,1273.94984,19,3.178351244,9.1579
39360660,323,198,1273.85989,44,3.841470248,2.3864
38973504,365,168,1273.74996,36,2.772056583,3.1389
58292284,356,248,1273.59993,31,3.302506885,3.9032
23816232,248,111,1272.37963,11,4.147414646,11.7273
58910141,320,154,1272.0099,15,3.534114302,2.4667
62340096,402,208,1271.98997,32,3.206640967,0.2813
62377677,323,231,1271.94976,46,3.827289019,2.0435
37607401,285,219,1271.29988,12,4.111372967,0
52024359,328,201,1270.19988,14,3.823900409,0.8571
60503862,321,221,1269.42984,18,3.401339229,8.6667
39353615,328,180,1268.51988,24,3.72311893,8.7917
62288123,406,274,1267.86996,35,2.977274122,4.9429
61466327,376,264,1267.60994,36,3.076238775,3.1389
27735686,323,130,1267.50984,28,3.382907185,1.4286
22114729,365,228,1267.09988,28,3.530265,2.7857
24059375,249,87,1265.98976,21,4.50882994,0
37731544,344,186,1265.86995,34,3.642696647,5.9412
60098810,285,167,1265.85983,17,3.874940994,3.0588
59770716,233,131,1265.39959,23,4.229827565,0.2609
60591874,346,204,1264.51998,19,3.279970807,9.2632
59311575,340,170,1263.41993,30,3.557823353,3.3667
22287909,360,150,1263.36979,57,3.180684708,0.8772
59591969,297,226,1263.14975,58,4.192863593,1.069
59777194,428,267,1262.72992,86,2.957092962,2.2442
23326075,321,182,1261.70985,33,3.542760008,2.303
63987982,430,247,1260.24996,51,2.814585244,1.8235
22432003,258,175,1259.55972,15,3.937104257,5.2667
20767341,267,166,1259.44984,39,4.457771011,1.7179
22617469,342,197,1258.7399,23,3.245599499,2.9565
21451721,315,202,1258.63984,14,3.628657782,2.7857
51902175,274,130,1258.31977,113,4.448651176,0.5841
60515946,285,195,1257.24986,54,4.132367982,1.7593
58674673,300,139,1256.81985,28,3.900166246,3
62344041,331,183,1256.76985,25,3.733332898,9.72
22422609,307,181,1256.43978,50,3.585331683,1.46
36332291,382,218,1256.41996,22,3.193999908,15.8636
21583722,369,169,1256.28995,49,3.394345913,3.6327
20666193,283,179,1254.72973,32,3.32839798,2.3438
50217513,298,165,1254.46993,43,4.04938248,3.1628
41541241,329,165,1254.20991,18,4.184540839,0
26314556,321,215,1254.17982,73,3.610805657,1.5068
61307199,312,219,1253.28987,34,3.919581553,3.2647
60635549,409,183,1252.73995,65,3.206743318,0.9538
52427070,385,210,1252.57993,37,3.288443936,2.973
59506863,334,251,1252.34991,46,3.498801995,1.6087
36334124,331,219,1251.67986,17,3.715349267,11.5294
39145464,239,79,1251.56979,28,4.115177506,1.3214
59583682,366,123,1251.27999,34,3.406483462,0.0588
59504658,336,165,1251.27984,42,3.627379731,2.381
60087684,242,184,1251.02962,14,4.460639351,5.8571
62652600,554,254,1250.88996,239,2.219256431,0.6318
61488694,345,181,1249.98997,21,3.5341472,11.619
36558613,296,187,1249.72984,32,4.181248057,0.9375
23629863,357,237,1249.55991,26,3.3375093,8.7692
39841728,308,186,1248.31984,25,3.949917508,4.64
28717175,316,82,1248.24996,53,3.738401772,1.9057
61085108,350,89,1247.37993,35,3.133599151,2.1429
23252059,384,203,1246.48989,33,3.402043936,0.9697
59012656,285,193,1245.78968,38,3.961932651,2.0263
58869891,389,248,1245.5699,60,3.146511534,0
21432027,322,206,1245.5199,36,3.783030938,2.6944
60231457,311,220,1245.3399,17,3.930203714,0.5882
23615109,352,243,1243.14989,32,3.442431909,1.6563
58642218,250,207,1242.91972,17,4.43309311,0.9412
21152964,403,254,1242.78992,36,2.929349118,4.7222
60511819,310,220,1242.46977,34,3.848445906,4.2059
59650904,272,190,1242.37974,21,4.006753792,3
58904886,298,192,1242.26991,16,3.956536875,0.0625
60513008,231,171,1242.12971,18,4.550898037,2.7778
58631592,280,219,1242.06982,31,4.268729804,1.0968
59564003,328,216,1241.93993,16,3.639342324,14.75
22114420,413,278,1241.65984,33,2.624221379,2.1515
58257530,251,51,1241.29982,18,4.183518805,0
39448822,330,153,1240.89982,41,3.711762371,2.2683
21427351,244,175,1240.43963,25,3.702331901,0.84
61735149,277,177,1240.38961,43,4.003871438,1.186
59982050,418,192,1239.97991,92,2.917289952,1.2391
53120082,287,177,1239.78977,48,3.622833422,1.3542
60603855,199,130,1239.28954,7,4.06361823,17.2857
22847054,257,116,1239.05986,36,3.916869213,1.8611
40118474,361,215,1238.72988,95,3.32442206,1.5474
40143053,346,197,1238.18984,66,3.535371518,1.0455
23469039,307,130,1237.87984,38,3.65875802,2.1316
23488969,280,166,1237.84989,27,4.2616906,2.8889
59485457,247,160,1237.48976,14,4.605605176,0
59608203,311,223,1236.89987,46,3.845519058,2.413
64007521,385,215,1236.86996,67,3.311101906,1.0149
59582998,311,244,1236.55983,47,3.630534935,2.2979
22196183,201,81,1236.44964,16,4.249129716,0.8125
20685286,375,243,1236.31989,41,3.494557624,0.7317
59607664,295,191,1236.30984,28,4.166953556,1.5
60444147,341,140,1236.15999,31,3.724666652,2.0968
20784487,282,172,1235.72979,23,4.523120327,5.8261
61086681,320,195,1235.26987,29,3.564424778,1.6897
59642979,354,197,1234.93982,91,3.261534027,0.4615
59503351,317,228,1234.52975,47,3.56656485,2.3404
39928940,309,208,1233.97987,34,4.133546689,3.2647
60670944,322,190,1233.76982,17,3.462437448,15.5882
65982215,344,248,1233.2199,36,3.46928678,1.3056
28299895,287,205,1233.20983,48,3.763797439,1.8333
49942555,286,199,1231.73974,15,3.914385213,1
59059125,362,238,1231.72999,33,3.427346257,3.9697
49733642,348,266,1231.46976,41,3.496601699,1
59501843,249,167,1231.2097,24,4.57258259,5
59028114,406,237,1230.39994,59,2.95896608,2.1525
22339198,354,143,1229.9198,69,3.487449573,1.4638
60441892,317,248,1229.22991,27,3.606902226,0
51848739,330,122,1227.05985,75,3.516263082,0.6267
36357518,360,157,1226.00976,33,3.180527834,3
63405503,370,231,1225.32985,27,3.199542982,0
23439015,289,171,1225.0899,30,3.652961408,7.3
59647800,662,261,1225.02997,252,1.799027968,0.6905
58368286,293,131,1223.95986,47,3.751262491,1.3404
62460257,280,196,1223.8198,67,4.336229636,1.0149
39256573,379,285,1223.71991,47,3.12887244,2.9149
22287920,335,175,1223.6499,33,3.628367934,8.0909
40173091,316,195,1223.30995,13,4.003213621,7.2308
22319561,235,145,1222.62975,15,4.791281068,8.4667
21693011,328,213,1222.37989,19,3.536987538,3.1053
60510305,319,165,1222.24991,56,3.784398882,1.9286
21344670,297,217,1222.24978,26,4.105495097,8.6538
58790005,394,181,1222.18998,77,3.007344392,2.1299
22189488,370,151,1221.86,38,3.007822284,1.2895
58231766,257,171,1221.70982,20,4.3904857,3.9
36759704,265,175,1221.22969,26,4.068660701,4.3462
59037521,239,195,1220.84972,16,4.086582357,1.0625
39457459,297,186,1220.67975,31,4.083005895,3.9355
60508625,302,204,1220.60987,37,4.00417454,2.7838
36791749,269,191,1220.23985,62,4.01003739,1.2742
21353790,262,138,1220.18979,23,4.267998005,3.8696
59427714,324,203,1219.86987,21,3.81734332,2.5714
27947858,301,198,1219.68985,31,3.9756811,1.129
58434749,257,202,1219.36975,28,4.403798386,3
59646398,318,225,1219.19986,61,3.604994304,1.1148
36879508,302,159,1218.87986,31,3.649152418,3.1613
22114228,267,153,1218.48971,28,4.338475843,5.6071
28312565,301,226,1217.41992,13,3.578142998,11.8462
42481580,339,221,1216.84988,26,3.275437757,0
20758668,312,224,1216.46985,34,3.607677074,2.2353
59590426,322,193,1215.43985,86,3.352788076,0.7326
61553358,299,199,1215.40989,43,4.168251136,1.093
60026728,310,160,1215.37989,51,3.734451336,1.7255
38943758,286,127,1215.0598,19,3.838938354,4.4737
58647504,227,160,1214.83963,19,4.568525538,1.2632
61170373,358,153,1214.6099,39,2.81416961,1.2051
50217469,297,218,1214.55974,42,3.420657796,3
36799036,367,128,1214.41988,33,3.423025241,1.0303
58420917,289,211,1214.35981,20,3.870284001,4.8
21444698,354,242,1212.5699,21,3.177521014,1.619
61120800,304,144,1211.39986,78,3.864845011,1.4744
22204799,286,198,1211.29984,24,3.997362029,4.125
58594611,314,210,1211.08989,65,3.882282556,1.0154
59058637,257,168,1210.88969,25,4.318742357,2.24
52539962,277,175,1210.52973,34,4.523104344,0.7059
22179031,276,155,1209.56974,20,4.191640951,0.45
59031756,279,191,1209.01979,50,4.077815584,1.36
62460537,375,243,1208.9899,34,3.358171669,0.2647
64274127,274,199,1208.63982,14,3.989859084,2
60990814,227,136,1208.61974,12,4.349319194,6.9167
60522292,380,287,1208.50988,86,3.34194767,0.6628
59590633,322,232,1208.44981,32,3.596283099,2.25
59512862,281,196,1207.99981,33,4.15592268,2.6667
39925565,382,201,1207.63999,37,3.375794705,0.6216
59709770,199,140,1207.51945,26,4.038515188,0.3077
59567728,351,198,1207.20991,28,3.410129009,10.0357
51020585,223,136,1205.66964,11,4.072074755,16.7273
59427770,283,173,1205.63972,37,4.003740213,1.8378
21156625,321,155,1205.58986,26,3.184785392,1.8846
39014144,407,233,1205.17003,17,3.14238085,0.4706
28679826,341,189,1205.04987,27,3.164592838,9.9259
21476597,368,214,1204.82991,14,3.00876,22.0714
22521891,383,202,1204.68986,112,3.063859045,0.7768
60637095,275,172,1204.32968,23,4.522960341,3.1304
22300396,278,149,1203.91978,18,3.890360343,4.8889
66087566,347,280,1203.85986,33,3.422158436,4.2424
22340711,350,134,1202.99992,32,3.22094533,6.625
59080454,305,201,1202.42978,31,3.438338219,2.3226
39745498,329,217,1201.42983,18,3.534355337,9.5556
40158571,406,201,1200.2999,55,2.934568388,0
22307437,424,250,1198.60992,88,2.466804386,1.3295
21578733,329,181,1198.01999,55,3.410599938,1.6182
58338233,274,159,1197.94974,21,4.448735,4.8095
58333165,245,195,1197.15974,22,4.147219217,1.8636
39309176,366,178,1197.13993,41,3.242095685,4.1951
39355815,349,191,1197.11,44,3.469378008,1.0682
51902050,315,204,1196.40987,36,3.857212528,1.4167
61846584,393,251,1196.17999,81,3.085297876,1.7407
59506321,372,173,1195.97995,38,3.07527159,1.4737
39436775,377,236,1195.41991,102,3.04734644,1.049
53401976,294,136,1195.32989,15,4.103273612,0.0667
60544441,318,179,1195.05981,45,3.348615978,1.6889
60447944,214,113,1194.11966,40,4.526429276,1.1
58671895,275,187,1193.95977,33,3.703732639,3.9091
21581131,254,81,1193.61978,30,4.324959504,6.1333
39317355,380,279,1193.44991,30,2.851920816,4.9667
60641306,220,125,1193.12923,36,2.048478389,2.0278
51282453,327,236,1193.00993,26,3.419953367,5.3462
59487324,366,125,1192.86,65,3.095720208,0.6308
59428081,241,191,1191.4198,6,3.925478719,14.6667
60748178,229,146,1190.96972,28,4.161469378,1.1071
58801552,291,198,1189.90973,30,4.063866362,2.3333
51920746,367,212,1189.79998,14,3.297791638,2.4286
39451170,304,203,1189.33991,13,3.717535609,3.1538
22189490,228,82,1188.98949,54,3.473687816,1.1296
22254166,327,185,1188.66993,15,3.506152052,8.2667
22202777,299,217,1188.28992,16,3.79994382,9
60616678,271,143,1187.93985,40,4.389636899,1.875
26025028,310,213,1187.44979,23,3.698522062,4.8696
20759300,349,219,1186.95987,35,3.429521968,2.9429
60037731,268,188,1186.65981,18,4.145447071,3
64240495,272,189,1186.64989,23,4.030221033,2.9565
21460364,279,222,1185.74976,20,3.983368454,5.95
62316313,428,328,1184.80999,47,2.759419384,3.5532
53721340,283,203,1184.69982,29,3.828096404,1.7931
52994520,263,222,1184.10975,9,3.234565939,6
20714190,349,213,1183.40983,42,3.237259076,2.9524
61524558,265,212,1182.95973,22,4.206116509,6
36525791,382,251,1182.88994,40,3.232677418,1.4
37605150,250,181,1182.23978,18,4.212237254,7.3889
52885957,333,159,1181.7599,18,3.876050599,0
22119292,297,185,1181.34988,22,3.728430275,3.6818
20722175,385,282,1180.83993,8,2.922007677,0
22430411,306,195,1180.68985,69,3.447696642,0.7536
64990056,257,131,1179.55985,34,3.642993137,2.9706
53394730,271,165,1179.25985,40,4.283133797,2.45
21150615,286,185,1178.89977,42,3.702176475,2.381
64957681,401,247,1178.81993,76,2.890138375,1.3947
58709615,343,260,1178.6899,38,3.47529469,3.0263
62364737,371,208,1178.51003,19,3.40919934,1.4211
35092146,240,136,1177.90981,15,4.416917073,9.3333
53228679,290,161,1177.20967,31,3.506574242,2
28211729,258,186,1177.19979,49,4.266627012,1.1837
20844587,289,170,1176.48994,18,3.941719105,2.1667
61077682,272,158,1176.48982,53,4.015030253,1.2264
66555270,246,181,1176.13981,12,4.614452787,11.4167
60515013,345,290,1175.86991,80,3.194711413,0
26238110,374,210,1175.65992,82,3.040865159,0.9756
23268565,283,114,1175.6099,35,3.053828835,0.5714
22211645,278,128,1174.4498,39,3.898235729,2.1026
53393862,215,144,1174.03967,18,4.473979813,2.1111
20874566,376,144,1173.87002,16,2.852831541,0.625
64057120,362,255,1173.84983,28,3.263054222,0.1786
36792820,277,164,1173.78987,19,4.31899694,1
58349875,300,157,1172.96991,30,3.819225269,0.1333
36852153,298,195,1172.54983,27,4.161648333,1.3704
59793646,312,241,1171.92989,38,3.526500796,2.4737
28675927,297,261,1171.57978,56,3.720354063,1.5714
61371147,356,211,1170.68994,27,3.095450535,2.4444
20899387,245,192,1169.92984,16,4.330573289,6.4375
50244430,369,252,1169.69995,32,3.234869814,3.0938
37466815,362,212,1169.17994,114,3.302549127,1.2895
38885522,242,187,1168.93979,17,4.118596525,8.5882
21258318,258,218,1168.76981,12,4.050809923,3.3333
39927909,306,212,1168.39991,31,3.57441158,3.5161
62339977,259,186,1168.13986,71,4.429478224,1.1972
58644881,302,217,1167.94986,34,3.451278696,2.3235
33415965,320,252,1166.65992,30,3.496849869,4.1667
21316804,324,130,1166.18997,18,3.376441865,0
62333887,352,218,1165.85983,29,3.596981453,2.2759
39432357,274,157,1165.79986,46,3.854062022,2.3913
21155311,275,201,1165.49982,18,3.812675833,4.2222
20694092,351,227,1165.32991,55,3.15515735,1.6909
61508761,279,161,1165.16994,12,4.030578782,0
61698109,312,192,1164.9798,59,3.729754265,1.6949
22211634,321,174,1164.96997,17,3.525062602,1.4118
59809317,304,169,1164.72992,20,3.900482466,0.1
58883851,267,146,1164.06983,38,3.825651175,1.5789
59564912,309,132,1163.72995,12,3.546882955,0
23729982,364,185,1163.6499,38,3.224625206,2.9474
51762035,296,110,1163.63994,67,3.853084525,1.4328
39437724,256,114,1163.47989,17,4.580493557,8.8235
60816988,270,169,1163.34984,33,4.10584832,3.0303
59590401,369,138,1163.27001,20,2.98111413,0
51278996,333,223,1163.10993,50,3.186831667,2.98
61911034,419,216,1163.05988,141,2.79470196,0.7092
33445925,454,334,1162.68995,99,2.625101927,1.4949
21198409,286,197,1162.12985,11,3.686778145,23.5455
61754560,306,230,1161.30987,42,3.588169542,2.6429
53223269,269,189,1160.34979,28,4.054014527,3.6071
58892208,289,223,1160.27989,10,3.908968077,25.9
58872284,268,117,1159.48989,30,4.069689062,2.3333
33449455,266,179,1159.41965,14,4.051773394,8.6429
23602975,309,110,1159.3799,68,3.265971872,2.0294
42430668,358,253,1158.68995,39,3.165664596,3.6923
36520958,270,130,1158.3899,42,3.913717138,1.5476
60025978,334,264,1157.04988,93,3.339410544,0.7849
59462841,278,194,1155.21976,69,3.803884073,0.8696
24330627,253,168,1155.13982,29,4.26867002,3.5862
53323662,294,169,1154.94987,25,3.705804349,5.6
23812284,334,155,1154.86995,19,3.401156036,8.8947
59009314,285,153,1153.69982,39,3.786607138,2.3077
36838496,274,209,1153.03982,30,3.697043193,0.5
21225305,191,142,1152.91968,13,4.245356979,2.4615
59506145,267,177,1152.52986,25,3.840012135,2.8
40142100,263,179,1152.38981,40,4.351613504,0.975
21969872,314,181,1151.9999,25,3.450256994,3.08
58886857,362,200,1151.76996,12,3.116491623,30.1667
59583707,261,148,1150.88981,45,3.854548977,0.6444
39751608,294,174,1150.52996,52,3.724531844,1.1731
40025356,350,201,1150.43994,41,3.428161588,0.6829
36877270,319,148,1149.73995,25,3.671273662,5.6
64946496,303,126,1149.71999,82,3.164799925,1.4024
60368645,364,100,1149.41993,58,3.010569414,1.6724
20662386,271,191,1149.30986,22,3.611938192,0.0455
22572914,390,248,1149.17998,65,2.934550894,2.6769
59427761,309,184,1148.87996,7,3.317556537,6.8571
64593318,272,147,1148.74977,31,4.421262058,0.8065
39833237,238,178,1148.54976,12,4.345836156,3.5833
27966388,272,123,1148.50988,21,4.073172989,10.4762
61366111,300,178,1148.50975,19,4.000788873,1.2632
25692862,295,187,1148.11994,21,3.854030408,0.8095
51899964,368,215,1147.96995,25,3.029250815,2.2
22114407,305,120,1147.83992,21,3.484306667,4.1905
58710710,291,160,1147.83989,55,3.532233419,0.9818
37709568,306,189,1147.25996,27,3.360612467,0
23839601,351,207,1147.01997,57,3.151594947,2.6491
21969042,273,170,1146.21986,13,3.866666285,7.2308
59506859,556,206,1146.17992,92,1.983927644,1.3696
62343913,305,216,1145.93991,41,3.813043161,1.8049
36783305,294,224,1144.9599,21,3.774109264,2.5714
22498448,222,178,1144.40975,28,4.131892113,5.4643
58898556,342,211,1144.33,22,3.356198107,10.7273
21156633,313,191,1143.92998,17,3.608263601,0
66354034,396,245,1143.45999,52,3.067961439,1.2115
59608211,377,255,1143.38993,18,2.980787799,9.3889
60432818,290,150,1143.22988,39,3.578711879,4.2821
21472496,282,189,1143.12991,13,3.586306685,12.6923
59504342,318,191,1142.93994,30,3.161100466,5.9333
39937443,313,224,1142.38988,20,3.536769788,4.85
66081016,280,140,1142.2899,29,4.149277257,4.2759
65216082,289,244,1142.26994,26,3.839319285,4.5385
39355816,318,239,1141.54992,54,3.530731581,0.5556
42478355,322,199,1140.27993,52,3.443925,1.0385
39354929,236,112,1138.9699,40,4.672796208,1.6
22114416,303,130,1138.65991,20,3.427342937,1.65
58648980,284,177,1138.64993,34,3.810704014,0.5294
21611748,361,229,1138.63,13,3.054441313,7.6154
58728563,290,157,1138.42988,29,3.639826881,2.1724
39843378,311,178,1138.05993,61,3.394433382,3.3279
38858903,254,201,1137.8398,12,3.627068136,3.5
37474820,327,250,1137.77989,11,3.170781902,8.4545
40173099,235,170,1137.76975,30,4.07157892,0.5333
58234819,280,177,1137.40987,20,3.630877882,1.25
58255810,229,167,1136.21968,25,4.58632615,1.6
22287893,295,157,1136.14993,66,3.462567806,1.8182
59427017,310,174,1134.97994,76,3.366977934,1.0526
22750439,361,167,1134.89999,64,2.90709735,1.0938
58743727,120,43,1134.729,9,2.170843643,0
60291471,284,125,1134.71992,36,3.010797321,0.1667
51676276,329,191,1134.63988,99,3.497807177,0.9697
58662262,249,113,1134.61982,19,4.450120688,2
64736191,290,209,1134.56993,31,3.669756753,0.871
22114707,306,137,1134.32993,51,3.250267639,1.4314
35103641,286,168,1134.16989,23,3.988722996,4.7391
39828563,316,154,1133.94994,52,3.703343977,1.9808
62505120,294,223,1133.85982,40,3.861689489,2.175
37474885,367,257,1133.15992,161,2.98878641,0.6832
51902159,307,158,1132.92991,42,3.751694329,1.6905
60633735,269,192,1131.92987,14,3.997911555,10.6429
37367430,327,160,1131.58988,23,3.226428238,6.4348
39424592,214,142,1131.42983,45,4.651019603,1.5556
53111109,287,184,1131.35981,22,3.828039171,0.4545
39137977,340,182,1131.26996,41,3.508414512,1.6829
35116781,246,188,1131.05987,7,4.244613384,2.1429
58297643,317,221,1131.01994,55,3.258970096,1.7818
59733736,373,257,1129.68996,39,2.751746988,2.5128
22760741,290,213,1128.98987,37,3.60586746,3.6216
51849441,313,194,1128.61986,34,3.800793446,1.1176
39022570,321,212,1128.53985,37,3.713605192,0.6757
60918507,261,198,1128.45987,35,3.764008054,1.8857
20675111,241,157,1128.22982,29,4.426451639,1.4828
60294733,273,143,1127.97989,40,3.727390431,2.1
64948631,325,193,1127.81997,30,3.288199496,5.0333
58232932,235,170,1127.03975,19,4.454586013,0.8421
60592908,304,200,1126.82988,25,3.684072483,0.88
33458372,301,170,1126.47993,26,3.323827544,3.7692
40046716,336,253,1125.21994,37,3.59781193,2.973
22589234,245,176,1125.16985,46,4.065709918,0.4348
37636234,386,188,1124.82997,35,3.096558198,1.3143
53575935,276,200,1124.73992,17,3.86337538,5
23494298,255,79,1124.43968,39,3.374041066,1.8974
40169938,251,177,1124.34978,46,4.375970781,1.7826
58837533,338,249,1123.6499,26,3.173694095,6.7308
40169314,276,207,1123.44992,28,3.710215095,0.9643
61050053,277,201,1123.29988,38,3.894642012,3.0789
23258477,217,101,1123.29969,19,4.605301105,0
23592720,261,159,1123.25994,39,4.0412739,3.5385
22208976,235,168,1123.08985,17,4.292255979,4.1765
61708591,370,273,1123.04992,35,2.981471158,2.5429
64792778,345,250,1122.97999,30,2.997544044,5.6333
22903049,345,255,1122.93989,100,3.159527729,0.99
66082390,310,195,1122.87988,52,3.502579395,1.4038
30040961,237,113,1122.8198,26,4.073736753,2.2308
22206132,308,234,1122.58992,23,3.465973317,0.4783
60274178,265,169,1121.62974,58,3.767351415,1.3621
59713337,352,204,1121.42995,38,3.143828284,3.4474
41547692,277,138,1120.63989,27,4.196722434,2.2963
21602075,234,129,1120.34971,29,4.406028983,3.4483
37708163,274,157,1120.11993,14,3.764806825,11.6429
22352041,287,188,1119.81994,16,3.665865676,2.6875
37052128,331,189,1119.48995,83,3.286058113,0.9398
41538666,279,198,1119.18988,28,3.807851588,5.1071
60781779,299,156,1118.94973,64,3.551236373,1.75
40173502,301,170,1118.90993,15,3.828132543,1
62350454,309,217,1118.37994,16,3.634899685,0.8125
58872349,230,138,1117.80985,11,4.730436026,14.8182
63380727,315,192,1117.75991,58,3.458936645,0.7069
39353074,288,130,1117.65982,50,4.100086059,0.52
21160843,330,245,1117.06996,32,2.887161414,0
60592475,283,199,1116.6299,39,3.631402581,1.9231
